,big (1).jpeg,big (2).jpeg,big (3).jpeg,big (4).jpeg,big (5).jpeg,big (6).jpeg,small (1).jpeg,small (2).jpeg,small (3).jpeg,small (4).jpeg,small (5).jpeg
1.3669524192810059,1.106931209564209,1.1150381565093994,1.0950026512145996,1.1239593029022217,1.098006010055542,0.8599965572357178,0.9019994735717773,0.8330330848693848,0.8469727039337158,0.8610289096832275,0.8429639339447021
